"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"273478001489998",2003,4,3641,2003,"West Coast                              ","Lepint","Leptogium                               ",3,0,"intermedium                             ",218,"",2014-08-04,"489998","",,""
"273478002489998",2003,4,3701,2003,"West Coast                              ","Letcol","Letharia                                ",127,21,"columbiana                              ",218,"",2014-08-04,"489998","",,""
"273478003489998",2003,4,3702,2003,"West Coast                              ","Letvul","Letharia                                ",234,39,"vulpina                                 ",218,"",2014-08-04,"489998","",,""
"273478004489998",2003,4,3901,2003,"West Coast                              ","Lobhal","Lobaria                                 ",3,0,"hallii                                  ",218,"",2014-08-04,"489998","",,""
"273478005489998",2003,4,3904,2003,"West Coast                              ","Lobore","Lobaria                                 ",6,1,"oregana                                 ",218,"",2014-08-04,"489998","",,""
"273478006489998",2003,4,3905,2003,"West Coast                              ","Lobpul","Lobaria                                 ",41,7,"pulmonaria                              ",218,"",2014-08-04,"489998","",,""
"273478007489998",2003,4,3909,2003,"West Coast                              ","Lobscr","Lobaria                                 ",13,2,"scrobiculata                            ",218,"",2014-08-04,"489998","",,""
"273478008489998",2003,4,4000,2003,"West Coast                              ","Mel   ","Melanelia                               ",5,1,"",218,"",2014-08-04,"489998","",,""
"175531875010661",2003,1,1225,2003,"Northeastern                            ","Clamac","Cladonia                                ",18,5,"macilenta                               ",115,"",2009-01-12,"10661","",,""
"175531876010661",2003,1,1228,2003,"Northeastern                            ","Claoch","Cladonia                                ",81,24,"ochrochlora                             ",115,"",2009-01-12,"10661","",,""
"175531877010661",2003,1,1229,2003,"Northeastern                            ","Clapar","Cladonia                                ",7,3,"parasitica                              ",115,"",2009-01-12,"10661","",,""
"175531878010661",2003,1,1233,2003,"Northeastern                            ","Clapyx","Cladonia                                ",3,1,"pyxidata                                ",115,"",2009-01-12,"10661","",,""
"175531879010661",2003,1,1234,2003,"Northeastern                            ","Claram","Cladonia                                ",2,1,"ramulosa                                ",115,"",2009-01-12,"10661","",,""
"175531880010661",2003,1,1236,2003,"Northeastern                            ","Clasqu","Cladonia                                ",15,5,"squamosa                                ",115,"",2009-01-12,"10661","",,""
"175531881010661",2003,1,1251,2003,"Northeastern                            ","Clarei","Cladonia                                ",3,1,"rei                                     ",115,"",2009-01-12,"10661","",,""
"175531882010661",2003,1,1415,2003,"Northeastern                            ","Colsub","Collema                                 ",28,9,"subflaccidum                            ",115,"",2009-01-12,"10661","",,""
"175531883010661",2003,1,1701,2003,"Northeastern                            ","Dscint","Dendriscocaulon                         ",3,1,"intricatulum                            ",115,"",2009-01-12,"10661","",,""
"175531884010661",2003,1,2403,2003,"Northeastern                            ","Evemes","Evernia                                 ",171,60,"mesomorpha                              ",115,"",2009-01-12,"10661","",,""
"175531885010661",2003,1,2601,2003,"Northeastern                            ","Flacap","Flavoparmelia                           ",175,58,"caperata                                ",115,"",2009-01-12,"10661","",,""
"175531886010661",2003,1,2603,2003,"Northeastern                            ","Flabal","Flavoparmelia                           ",6,2,"baltimorensis                           ",115,"",2009-01-12,"10661","",,""
"175531887010661",2003,1,2700,2003,"Northeastern                            ","Fpu   ","Flavopunctelia                          ",3,1,"",115,"",2009-01-12,"10661","",,""
"175531888010661",2003,1,2704,2003,"Northeastern                            ","Fpusor","Flavopunctelia                          ",2,1,"soredica                                ",115,"",2009-01-12,"10661","",,""
"175531889010661",2003,1,2800,2003,"Northeastern                            ","Het   ","Heterodermia                            ",3,1,"",115,"",2009-01-12,"10661","",,""
"175531890010661",2003,1,2822,2003,"Northeastern                            ","Hetspe","Heterodermia                            ",4,2,"speciosa                                ",115,"",2009-01-12,"10661","",,""
"175531891010661",2003,1,2901,2003,"Northeastern                            ","Hphadg","Hyperphyscia                            ",9,3,"adglutinata                             ",115,"",2009-01-12,"10661","",,""
"175531892010661",2003,1,3110,2003,"Northeastern                            ","Hypkro","Hypogymnia                              ",23,7,"krogiae                                 ",115,"",2009-01-12,"10661","",,""
"175531893010661",2003,1,3116,2003,"Northeastern                            ","Hypphy","Hypogymnia                              ",211,63,"physodes                                ",115,"",2009-01-12,"10661","",,""
"175531894010661",2003,1,3121,2003,"Northeastern                            ","Hyptub","Hypogymnia                              ",26,9,"tubulosa                                ",115,"",2009-01-12,"10661","",,""
"175531895010661",2003,1,3208,2003,"Northeastern                            ","Htrliv","Hypotrachyna                            ",2,1,"livida                                  ",115,"",2009-01-12,"10661","",,""
"175531896010661",2003,1,3216,2003,"Northeastern                            ","Htrrev","Hypotrachyna                            ",3,1,"revoluta                                ",115,"",2009-01-12,"10661","",,""
"175531897010661",2003,1,3301,2003,"Northeastern                            ","Imsale","Imshaugia                               ",40,14,"aleurites                               ",115,"",2009-01-12,"10661","",,""
"175531898010661",2003,1,3606,2003,"Northeastern                            ","Lepbur","Leptogium                               ",3,1,"burnetiae                               ",115,"",2009-01-12,"10661","",,""
"175531899010661",2003,1,3611,2003,"Northeastern                            ","Lepcya","Leptogium                               ",25,8,"cyanescens                              ",115,"",2009-01-12,"10661","",,""
"175531900010661",2003,1,3628,2003,"Northeastern                            ","Lepmil","Leptogium                               ",1,1,"milligranum                             ",115,"",2009-01-12,"10661","",,""
"175531901010661",2003,1,3631,2003,"Northeastern                            ","Lepsat","Leptogium                               ",2,1,"saturninum                              ",115,"",2009-01-12,"10661","",,""
"175531902010661",2003,1,3905,2003,"Northeastern                            ","Lobpul","Lobaria                                 ",58,19,"pulmonaria                              ",115,"",2009-01-12,"10661","",,""
"175531903010661",2003,1,3906,2003,"Northeastern                            ","Lobque","Lobaria                                 ",46,14,"quercizans                              ",115,"",2009-01-12,"10661","",,""
"175531904010661",2003,1,3909,2003,"Northeastern                            ","Lobscr","Lobaria                                 ",2,2,"scrobiculata                            ",115,"",2009-01-12,"10661","",,""
"175531905010661",2003,1,4002,2003,"Northeastern                            ","Melele","Melanohalea                             ",2,1,"elegantula                              ",115,"",2009-01-12,"10661","",,""
"175531906010661",2003,1,4004,2003,"Northeastern                            ","Melexl","Melanohalea                             ",7,3,"exasperatula                            ",115,"",2009-01-12,"10661","",,""
"175531907010661",2003,1,4005,2003,"Northeastern                            ","Melful","Melanelixia                             ",42,12,"fuliginosa                              ",115,"",2009-01-12,"10661","",,""
"175531908010661",2003,1,4008,2003,"Northeastern                            ","Melhal","Melanohalea                             ",11,3,"halei                                   ",115,"",2009-01-12,"10661","",,""
"175531909010661",2003,1,4011,2003,"Northeastern                            ","Meloli","Melanohalea                             ",57,17,"olivacea                                ",115,"",2009-01-12,"10661","",,""
"175531910010661",2003,1,4013,2003,"Northeastern                            ","Melsep","Melanohalea                             ",18,6,"septentrionalis                         ",115,"",2009-01-12,"10661","",,""
"175531911010661",2003,1,4015,2003,"Northeastern                            ","Melsub","Melanelixia                             ",231,71,"subaurifera                             ",115,"",2009-01-12,"10661","",,""
"175531912010661",2003,1,4101,2003,"Northeastern                            ","Menter","Menegazzia                              ",18,5,"terebrata                               ",115,"",2009-01-12,"10661","",,""
"175531913010661",2003,1,4201,2003,"Northeastern                            ","Myeaur","Myelochroa                              ",79,27,"aurulenta                               ",115,"",2009-01-12,"10661","",,""
"175531914010661",2003,1,4202,2003,"Northeastern                            ","Myegal","Myelochroa                              ",63,23,"galbina                                 ",115,"",2009-01-12,"10661","",,""
"175531915010661",2003,1,4403,2003,"Northeastern                            ","Nephel","Nephroma                                ",3,1,"helveticum                              ",115,"",2009-01-12,"10661","",,""
"175531916010661",2003,1,4711,2003,"Northeastern                            ","Panrub","Pannaria                                ",5,2,"rubiginosa                              ",115,"",2009-01-12,"10661","",,""
"175531917010661",2003,1,4800,2003,"Northeastern                            ","Par   ","Parmelia                                ",4,2,"",115,"",2009-01-12,"10661","",,""
"175531918010661",2003,1,4801,2003,"Northeastern                            ","Parfer","Parmelia                                ",9,3,"fertilis                                ",115,"",2009-01-12,"10661","",,""
"175531919010661",2003,1,4804,2003,"Northeastern                            ","Parsax","Parmelia                                ",13,4,"saxatilis                               ",115,"",2009-01-12,"10661","",,""
"175531920010661",2003,1,4805,2003,"Northeastern                            ","Parsqu","Parmelia                                ",146,43,"squarrosa                               ",115,"",2009-01-12,"10661","",,""
"175531921010661",2003,1,4806,2003,"Northeastern                            ","Parsul","Parmelia                                ",287,86,"sulcata                                 ",115,"",2009-01-12,"10661","",,""
"175531922010661",2003,1,4904,2003,"Northeastern                            ","Plltri","Parmeliella                             ",7,3,"triptophylla                            ",115,"",2009-01-12,"10661","",,""
"175531923010661",2003,1,5102,2003,"Northeastern                            ","Ppsmin","Parmelinopsis                           ",2,1,"minarum                                 ",115,"",2009-01-12,"10661","",,""
"175531924010661",2003,1,5201,2003,"Northeastern                            ","Popamb","Parmeliopsis                            ",6,2,"ambigua                                 ",115,"",2009-01-12,"10661","",,""
"175531925010661",2003,1,5202,2003,"Northeastern                            ","Pophyp","Parmeliopsis                            ",1,1,"hyperopta                               ",115,"",2009-01-12,"10661","",,""
"175531926010661",2003,1,5203,2003,"Northeastern                            ","Popsub","Parmeliopsis                            ",1,1,"subambigua                              ",115,"",2009-01-12,"10661","",,""
"175531927010661",2003,1,5204,2003,"Northeastern                            ","Popcap","Parmeliopsis                            ",16,6,"capitata                                ",115,"",2009-01-12,"10661","",,""
"43860373020004",2002,3,5724,2002,"Interior West                           ","Phyten","Physcia                                 ",3,1,"tenella                                 ",148,"",2012-06-19,"20004","",,""
"43860374020004",2002,3,5801,2002,"Interior West                           ","Pclchl","Physciella                              ",12,3,"chloantha                               ",148,"",2012-06-19,"20004","",,""
"43860375020004",2002,3,5803,2002,"Interior West                           ","Pclnep","Physciella                              ",6,1,"nepalensis                              ",148,"",2012-06-19,"20004","",,""
"43860376020004",2002,3,5900,2002,"Interior West                           ","Pho   ","Physconia                               ",1,1,"",148,"",2012-06-19,"20004","",,""
"43860377020004",2002,3,5906,2002,"Interior West                           ","Phoper","Physconia                               ",7,1,"perisidiosa                             ",148,"",2012-06-19,"20004","",,""
"43860378020004",2002,3,5907,2002,"Interior West                           ","Phoisi","Physconia                               ",2,1,"isidiigera                              ",148,"",2012-06-19,"20004","",,""
"43860379020004",2002,3,5909,2002,"Interior West                           ","Phoele","Physconia                               ",6,1,"elegantula                              ",148,"",2012-06-19,"20004","",,""
"43860380020004",2002,3,6303,2002,"Interior West                           ","Pevint","Pseudevernia                            ",9,2,"intensa                                 ",148,"",2012-06-19,"20004","",,""
"43860381020004",2002,3,6704,2002,"Interior West                           ","Punhyp","Punctelia                               ",9,3,"hypoleucites                            ",148,"",2012-06-19,"20004","",,""
"43860382020004",2002,3,6711,2002,"Interior West                           ","Punsub","Punctelia                               ",5,1,"subrudecta                              ",148,"",2012-06-19,"20004","",,""
"43860383020004",2002,3,6920,2002,"Interior West                           ","Ramlep","Ramalina                                ",7,3,"leptocarpha                             ",148,"",2012-06-19,"20004","",,""
"43860384020004",2002,3,8000,2002,"Interior West                           ","Usn   ","Usnea                                   ",13,4,"",148,"",2012-06-19,"20004","",,""
"43860385020004",2002,3,8013,2002,"Interior West                           ","Usncav","Usnea                                   ",3,1,"cavernosa                               ",148,"",2012-06-19,"20004","",,""
"43860386020004",2002,3,8036,2002,"Interior West                           ","Usngla","Usnea                                   ",3,1,"glabrata                                ",148,"",2012-06-19,"20004","",,""
"43860387020004",2002,3,8041,2002,"Interior West                           ","Usnhir","Usnea                                   ",86,22,"hirta                                   ",148,"",2012-06-19,"20004","",,""
"43860388020004",2002,3,8044,2002,"Interior West                           ","Usnlap","Usnea                                   ",62,14,"lapponica                               ",148,"",2012-06-19,"20004","",,""
"43860389020004",2002,3,8152,2002,"Interior West                           ","Vulpin","Vulpicida                               ",2,1,"pinastri                                ",148,"",2012-06-19,"20004","",,""
"43860390020004",2002,3,8200,2002,"Interior West                           ","Xan   ","Xanthoria                               ",6,2,"",148,"",2012-06-19,"20004","",,""
"43860391020004",2002,3,8203,2002,"Interior West                           ","Xanfal","Xanthomendoza                           ",130,33,"fallax                                  ",148,"",2012-06-19,"20004","",,""
"43860392020004",2002,3,8204,2002,"Interior West                           ","Xanhas","Xanthomendoza                           ",3,1,"hasseana                                ",148,"",2012-06-19,"20004","",,""
"43860393020004",2002,3,8210,2002,"Interior West                           ","Xanful","Xanthomendoza                           ",7,2,"fulva                                   ",148,"",2012-06-19,"20004","",,""
"43860394020004",2002,3,8214,2002,"Interior West                           ","Xanmon","Xanthomendoza                           ",125,28,"montana                                 ",148,"",2012-06-19,"20004","",,""
"43858542020004",2010,3,6105,2010,"Interior West                           ","Plaste","Platismatia                             ",2,1,"stenophylla                             ",120,"",2012-06-19,"20004","",,""
"43859219020004",2007,3,3302,2007,"Interior West                           ","Imspla","Imshaugia                               ",12,3,"placorodia                              ",136,"",2012-06-19,"20004","",,""
"43859220020004",2007,3,3401,2007,"Interior West                           ","Koebif","Koerberia                               ",3,1,"biformis                                ",136,"",2012-06-19,"20004","",,""
"43859221020004",2007,3,3616,2007,"Interior West                           ","Lepfur","Leptogium                               ",24,7,"pseudofurfuraceum                       ",136,"",2012-06-19,"20004","",,""
"43859222020004",2007,3,3628,2007,"Interior West                           ","Lepmil","Leptogium                               ",6,2,"milligranum                             ",136,"",2012-06-19,"20004","",,""
"43859223020004",2007,3,3631,2007,"Interior West                           ","Lepsat","Leptogium                               ",5,1,"saturninum                              ",136,"",2012-06-19,"20004","",,""
"43859224020004",2007,3,3701,2007,"Interior West                           ","Letcol","Letharia                                ",41,11,"columbiana                              ",136,"",2012-06-19,"20004","",,""
"43859225020004",2007,3,3702,2007,"Interior West                           ","Letvul","Letharia                                ",105,29,"vulpina                                 ",136,"",2012-06-19,"20004","",,""
"43859226020004",2007,3,4002,2007,"Interior West                           ","Melele","Melanohalea                             ",97,24,"elegantula                              ",136,"",2012-06-19,"20004","",,""
"43859227020004",2007,3,4004,2007,"Interior West                           ","Melexl","Melanohalea                             ",121,32,"exasperatula                            ",136,"",2012-06-19,"20004","",,""
"43859228020004",2007,3,4015,2007,"Interior West                           ","Melsub","Melanelixia                             ",1,1,"subaurifera                             ",136,"",2012-06-19,"20004","",,""
"43859229020004",2007,3,4016,2007,"Interior West                           ","Melsel","Melanohalea                             ",24,7,"subelegantula                           ",136,"",2012-06-19,"20004","",,""
"43859230020004",2007,3,4017,2007,"Interior West                           ","Melsol","Melanohalea                             ",215,54,"subolivacea                             ",136,"",2012-06-19,"20004","",,""
"43859231020004",2007,3,4551,2007,"Interior West                           ","Nodabb","Nodobryoria                             ",49,13,"abbreviata                              ",136,"",2012-06-19,"20004","",,""
"43859232020004",2007,3,4552,2007,"Interior West                           ","Nodore","Nodobryoria                             ",17,4,"oregana                                 ",136,"",2012-06-19,"20004","",,""
"43859492020004",2006,3,8203,2006,"Interior West                           ","Xanfal","Xanthomendoza                           ",5,2,"fallax                                  ",120,"",2012-06-19,"20004","",,""
"43859233020004",2007,3,4800,2007,"Interior West                           ","Par   ","Parmelia                                ",1,1,"",136,"",2012-06-19,"20004","",,""
"43859234020004",2007,3,4802,2007,"Interior West                           ","Parhyg","Parmelia                                ",31,9,"hygrophila                              ",136,"",2012-06-19,"20004","",,""
"43859235020004",2007,3,4806,2007,"Interior West                           ","Parsul","Parmelia                                ",77,21,"sulcata                                 ",136,"",2012-06-19,"20004","",,""
"43859236020004",2007,3,5201,2007,"Interior West                           ","Popamb","Parmeliopsis                            ",97,27,"ambigua                                 ",136,"",2012-06-19,"20004","",,""
"43859237020004",2007,3,5202,2007,"Interior West                           ","Pophyp","Parmeliopsis                            ",52,16,"hyperopta                               ",136,"",2012-06-19,"20004","",,""
"43859238020004",2007,3,5507,2007,"Interior West                           ","Pelmem","Peltigera                               ",1,1,"membranacea                             ",136,"",2012-06-19,"20004","",,""
"43859239020004",2007,3,5603,2007,"Interior West                           ","Phacil","Phaeophyscia                            ",16,4,"ciliata                                 ",136,"",2012-06-19,"20004","",,""
"43859240020004",2007,3,5605,2007,"Interior West                           ","Phahir","Phaeophyscia                            ",100,26,"hirsuta                                 ",136,"",2012-06-19,"20004","",,""
"43859241020004",2007,3,5607,2007,"Interior West                           ","Phahis","Phaeophyscia                            ",8,2,"hispidula                               ",136,"",2012-06-19,"20004","",,""
"43859242020004",2007,3,5612,2007,"Interior West                           ","Phaorb","Phaeophyscia                            ",6,1,"orbicularis                             ",136,"",2012-06-19,"20004","",,""
"43859243020004",2007,3,5700,2007,"Interior West                           ","Phy   ","Physcia                                 ",3,1,"",136,"",2012-06-19,"20004","",,""
"43859244020004",2007,3,5701,2007,"Interior West                           ","Phyads","Physcia                                 ",89,22,"adscendens                              ",136,"",2012-06-19,"20004","",,""
"43859245020004",2007,3,5702,2007,"Interior West                           ","Phyaip","Physcia                                 ",26,7,"aipolia                                 ",136,"",2012-06-19,"20004","",,""
"43859246020004",2007,3,5705,2007,"Interior West                           ","Phybiz","Physcia                                 ",114,28,"biziana                                 ",136,"",2012-06-19,"20004","",,""
"43859247020004",2007,3,5710,2007,"Interior West                           ","Phydim","Physcia                                 ",97,24,"dimidiata                               ",136,"",2012-06-19,"20004","",,""
"43859248020004",2007,3,5711,2007,"Interior West                           ","Phydub","Physcia                                 ",12,4,"dubia                                   ",136,"",2012-06-19,"20004","",,""
"43859249020004",2007,3,5723,2007,"Interior West                           ","Physte","Physcia                                 ",22,6,"stellaris                               ",136,"",2012-06-19,"20004","",,""
"43859250020004",2007,3,5801,2007,"Interior West                           ","Pclchl","Physciella                              ",45,11,"chloantha                               ",136,"",2012-06-19,"20004","",,""
"43859251020004",2007,3,5802,2007,"Interior West                           ","Pclmel","Physciella                              ",9,2,"melanchra                               ",136,"",2012-06-19,"20004","",,""
"43859252020004",2007,3,5803,2007,"Interior West                           ","Pclnep","Physciella                              ",3,1,"nepalensis                              ",136,"",2012-06-19,"20004","",,""
"43859253020004",2007,3,5906,2007,"Interior West                           ","Phoper","Physconia                               ",3,1,"perisidiosa                             ",136,"",2012-06-19,"20004","",,""
"43859254020004",2007,3,5909,2007,"Interior West                           ","Phoele","Physconia                               ",6,1,"elegantula                              ",136,"",2012-06-19,"20004","",,""
"43859255020004",2007,3,6101,2007,"Interior West                           ","Plagla","Platismatia                             ",38,10,"glauca                                  ",136,"",2012-06-19,"20004","",,""
"43859256020004",2007,3,6102,2007,"Interior West                           ","Plaher","Platismatia                             ",2,1,"herrei                                  ",136,"",2012-06-19,"20004","",,""
"43859257020004",2007,3,6105,2007,"Interior West                           ","Plaste","Platismatia                             ",4,1,"stenophylla                             ",136,"",2012-06-19,"20004","",,""
"43859258020004",2007,3,6303,2007,"Interior West                           ","Pevint","Pseudevernia                            ",25,7,"intensa                                 ",136,"",2012-06-19,"20004","",,""
"43859259020004",2007,3,6704,2007,"Interior West                           ","Punhyp","Punctelia                               ",6,1,"hypoleucites                            ",136,"",2012-06-19,"20004","",,""
"43859260020004",2007,3,6706,2007,"Interior West                           ","Punper","Punctelia                               ",3,1,"perreticulata                           ",136,"",2012-06-19,"20004","",,""
"43859261020004",2007,3,6930,2007,"Interior West                           ","Ramsin","Ramalina                                ",3,1,"sinensis                                ",136,"",2012-06-19,"20004","",,""
"43859262020004",2007,3,8000,2007,"Interior West                           ","Usn   ","Usnea                                   ",9,4,"",136,"",2012-06-19,"20004","",,""
"43859263020004",2007,3,8013,2007,"Interior West                           ","Usncav","Usnea                                   ",6,1,"cavernosa                               ",136,"",2012-06-19,"20004","",,""
"43859264020004",2007,3,8041,2007,"Interior West                           ","Usnhir","Usnea                                   ",123,33,"hirta                                   ",136,"",2012-06-19,"20004","",,""
"43859265020004",2007,3,8042,2007,"Interior West                           ","Usnint","Usnea                                   ",3,1,"intermedia                              ",136,"",2012-06-19,"20004","",,""
"43859266020004",2007,3,8044,2007,"Interior West                           ","Usnlap","Usnea                                   ",121,34,"lapponica                               ",136,"",2012-06-19,"20004","",,""
"43859267020004",2007,3,8065,2007,"Interior West                           ","Usnsca","Usnea                                   ",3,1,"scabrata                                ",136,"",2012-06-19,"20004","",,""
"43859268020004",2007,3,8072,2007,"Interior West                           ","Usnsub","Usnea                                   ",3,1,"subfloridana                            ",136,"",2012-06-19,"20004","",,""
"43859269020004",2007,3,8077,2007,"Interior West                           ","Usnsst","Usnea                                   ",5,1,"substerilis                             ",136,"",2012-06-19,"20004","",,""
"43859270020004",2007,3,8200,2007,"Interior West                           ","Xan   ","Xanthoria                               ",5,1,"",136,"",2012-06-19,"20004","",,""
"43859271020004",2007,3,8201,2007,"Interior West                           ","Xancan","Xanthoria                               ",7,2,"candelaria                              ",136,"",2012-06-19,"20004","",,""
"43859272020004",2007,3,8203,2007,"Interior West                           ","Xanfal","Xanthomendoza                           ",114,30,"fallax                                  ",136,"",2012-06-19,"20004","",,""
"43859273020004",2007,3,8207,2007,"Interior West                           ","Xanpol","Xanthoria                               ",11,3,"polycarpa                               ",136,"",2012-06-19,"20004","",,""
"43859274020004",2007,3,8210,2007,"Interior West                           ","Xanful","Xanthomendoza                           ",17,5,"fulva                                   ",136,"",2012-06-19,"20004","",,""
"43859275020004",2007,3,8214,2007,"Interior West                           ","Xanmon","Xanthomendoza                           ",156,39,"montana                                 ",136,"",2012-06-19,"20004","",,""
"43859276020004",2007,3,8215,2007,"Interior West                           ","Xanore","Xanthomendoza                           ",1,1,"oregana                                 ",136,"",2012-06-19,"20004","",,""
"43859277020004",2007,3,8219,2007,"Interior West                           ","Xangal","Xanthomendoza                           ",47,13,"galericulata                            ",136,"",2012-06-19,"20004","",,""
"43859278020004",2007,3,8301,2007,"Interior West                           ","Cndcon","Candelaria                              ",20,6,"concolor                                ",136,"",2012-06-19,"20004","",,""
"43859279020004",2007,3,8303,2007,"Interior West                           ","Cndpac","Candelaria                              ",21,6,"pacifica                                ",136,"",2012-06-19,"20004","",,""
"43859280020004",2007,3,8502,2007,"Interior West                           ","Rhimel","Rhizoplaca                              ",6,1,"melanophthalma                          ",136,"",2012-06-19,"20004","",,""
"43859281020004",2007,3,9000,2007,"Interior West                           ","Xpm   ","Xanthoparmelia                          ",11,3,"",136,"",2012-06-19,"20004","",,""
"43859282020004",2007,3,9003,2007,"Interior West                           ","Xpmcol","Xanthoparmelia                          ",4,1,"coloradensis                            ",136,"",2012-06-19,"20004","",,""
"43858930020004",2008,3,101,2008,"Interior West                           ","Ahtsph","Ahtiana                                 ",1,1,"sphaerosporella                         ",129,"",2012-06-19,"20004","",,""
"43858931020004",2008,3,202,2008,"Interior West                           ","Aleims","Alectoria                               ",16,5,"imshaugii                               ",129,"",2012-06-19,"20004","",,""
"43858932020004",2008,3,205,2008,"Interior West                           ","Alesar","Alectoria                               ",45,14,"sarmentosa                              ",129,"",2012-06-19,"20004","",,""
"43858933020004",2008,3,603,2008,"Interior West                           ","Brycap","Bryoria                                 ",25,7,"capillaris                              ",129,"",2012-06-19,"20004","",,""
"43858934020004",2008,3,607,2008,"Interior West                           ","Bryfre","Bryoria                                 ",27,6,"fremontii                               ",129,"",2012-06-19,"20004","",,""
"43858935020004",2008,3,610,2008,"Interior West                           ","Bryfus","Bryoria                                 ",107,29,"fuscescens                              ",129,"",2012-06-19,"20004","",,""
"43858936020004",2008,3,618,2008,"Interior West                           ","Brypse","Bryoria                                 ",25,6,"pseudofuscescens                        ",129,"",2012-06-19,"20004","",,""
"43858937020004",2008,3,620,2008,"Interior West                           ","Brysim","Bryoria                                 ",11,3,"simplicior                              ",129,"",2012-06-19,"20004","",,""
"43858938020004",2008,3,1004,2008,"Interior West                           ","Cetcan","Cetraria                                ",12,3,"canadensis                              ",129,"",2012-06-19,"20004","",,""
"43858939020004",2008,3,1005,2008,"Interior West                           ","Cetchl","Cetraria                                ",46,12,"chlorophylla                            ",129,"",2012-06-19,"20004","",,""
"175531928010661",2003,1,5303,2003,"Northeastern                            ","Pmochi","Parmotrema                              ",2,1,"chinense                                ",115,"",2009-01-12,"10661","",,""
"175531929010661",2003,1,5314,2003,"Northeastern                            ","Pmohyp","Parmotrema                              ",9,3,"hypotropum                              ",115,"",2009-01-12,"10661","",,""
"175531930010661",2003,1,5318,2003,"Northeastern                            ","Pmomar","Parmotrema                              ",3,1,"margaritatum                            ",115,"",2009-01-12,"10661","",,""
"175531931010661",2003,1,5500,2003,"Northeastern                            ","Pel   ","Peltigera                               ",3,1,"",115,"",2009-01-12,"10661","",,""
"175531932010661",2003,1,5600,2003,"Northeastern                            ","Pha   ","Phaeophyscia                            ",1,1,"",115,"",2009-01-12,"10661","",,""
"175531933010661",2003,1,5603,2003,"Northeastern                            ","Phacil","Phaeophyscia                            ",13,4,"ciliata                                 ",115,"",2009-01-12,"10661","",,""
"175531934010661",2003,1,5605,2003,"Northeastern                            ","Phahir","Phaeophyscia                            ",3,1,"hirsuta                                 ",115,"",2009-01-12,"10661","",,""
"175531935010661",2003,1,5612,2003,"Northeastern                            ","Phaorb","Phaeophyscia                            ",2,1,"orbicularis                             ",115,"",2009-01-12,"10661","",,""
"175531936010661",2003,1,5613,2003,"Northeastern                            ","Phapus","Phaeophyscia                            ",140,44,"pusilloides                             ",115,"",2009-01-12,"10661","",,""
"175531937010661",2003,1,5614,2003,"Northeastern                            ","Pharub","Phaeophyscia                            ",230,69,"rubropulchra                            ",115,"",2009-01-12,"10661","",,""
"175531938010661",2003,1,5700,2003,"Northeastern                            ","Phy   ","Physcia                                 ",1,1,"",115,"",2009-01-12,"10661","",,""
"175531939010661",2003,1,5701,2003,"Northeastern                            ","Phyads","Physcia                                 ",29,10,"adscendens                              ",115,"",2009-01-12,"10661","",,""
"175531940010661",2003,1,5702,2003,"Northeastern                            ","Phyaip","Physcia                                 ",29,10,"aipolia                                 ",115,"",2009-01-12,"10661","",,""
"175531941010661",2003,1,5716,2003,"Northeastern                            ","Phymil","Physcia                                 ",182,55,"millegrana                              ",115,"",2009-01-12,"10661","",,""
"175531942010661",2003,1,5723,2003,"Northeastern                            ","Physte","Physcia                                 ",126,43,"stellaris                               ",115,"",2009-01-12,"10661","",,""
"175531943010661",2003,1,5801,2003,"Northeastern                            ","Pclchl","Physciella                              ",3,1,"chloantha                               ",115,"",2009-01-12,"10661","",,""
"175531944010661",2003,1,5901,2003,"Northeastern                            ","Phodet","Physconia                               ",77,28,"detersa                                 ",115,"",2009-01-12,"10661","",,""
"175531945010661",2003,1,5911,2003,"Northeastern                            ","Pholeu","Physconia                               ",6,2,"leucoleiptes                            ",115,"",2009-01-12,"10661","",,""
"43858543020004",2010,3,6303,2010,"Interior West                           ","Pevint","Pseudevernia                            ",7,3,"intensa                                 ",120,"",2012-06-19,"20004","",,""
"43858544020004",2010,3,6704,2010,"Interior West                           ","Punhyp","Punctelia                               ",3,1,"hypoleucites                            ",120,"",2012-06-19,"20004","",,""
"43858545020004",2010,3,6706,2010,"Interior West                           ","Punper","Punctelia                               ",3,1,"perreticulata                           ",120,"",2012-06-19,"20004","",,""
"43858546020004",2010,3,6910,2010,"Interior West                           ","Ramdil","Ramalina                                ",3,1,"dilacerata                              ",120,"",2012-06-19,"20004","",,""
"43858547020004",2010,3,6912,2010,"Interior West                           ","Ramfar","Ramalina                                ",13,4,"farinacea                               ",120,"",2012-06-19,"20004","",,""
"43858548020004",2010,3,6927,2010,"Interior West                           ","Rampol","Ramalina                                ",3,1,"pollinaria                              ",120,"",2012-06-19,"20004","",,""
"43858549020004",2010,3,6930,2010,"Interior West                           ","Ramsin","Ramalina                                ",5,2,"sinensis                                ",120,"",2012-06-19,"20004","",,""
"43858550020004",2010,3,6934,2010,"Interior West                           ","Ramsle","Ramalina                                ",3,1,"subleptocarpha                          ",120,"",2012-06-19,"20004","",,""
