"CN","HABTYPCD","PUB_CD","SCIENTIFIC_NAME","COMMON_NAME","VALID","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"3725625010690","46641","103","RHTR/FEID","skunkbush sumac/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3725626010690","46642","103","RHTR/PSSPS","skunkbush sumac/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3725627010690","46650","103","SAVE4","greasewood series","Y","",2004-10-19,"10690","",,""
"3725628010690","46651","103","SAVE4/LECI4","greasewood/basin wildrye","Y","",2004-10-19,"10690","",,""
"3725629010690","46652","103","SAVE4/PASM","greasewood/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3725630010690","100","110","PIPO","ponderosa pine series","Y","",2004-10-19,"10690","",,""
"3725631010690","130","110","PIPO/PSSPS","ponderosa pine/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3725632010690","140","110","PIPO/FEID","ponderosa pine/idaho fescue","Y","",2004-10-19,"10690","",,""
"3725633010690","170","110","PIPO/SYAL","ponderosa pine/common snowberry","Y","",2004-10-19,"10690","",,""
"197237045020004","CDG332","631","PSME/FEID","Douglas-fir/Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237046020004","CPS227","631","PIPO/PUTR2","ponderosa pine/antelope bitterbrush","Y","",2013-05-06,"20004","",,""
"197237047020004","CPS521","631","PIPO/SYAL","ponderosa pine/common snowberry","Y","",2013-05-06,"20004","",,""
"197237048020004","CPG122","631","PIPO/FEID","ponderosa pine/Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237049020004","CPG121","631","PIPO/PSSPS","ponderosa pine/bluebunch wheatgrass","Y","",2013-05-06,"20004","",,""
"197237050020004","CMF311","653","TSME/ASCA3","mountain hemlock/wild ginger","Y","",2013-05-06,"20004","",,""
"197237051020004","CMF211","653","TSME/CLUN","Mountain hemlock/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237052020004","CMF221","653","TSME/ACTR","mountain hemlock/vanilla leaf","Y","",2013-05-06,"20004","",,""
"197237053020004","CMF231","653","TSME/LIBO2","mountain hemlock/twinflower","Y","",2013-05-06,"20004","",,""
"197237054020004","CMS313","653","TSME/PHEM-VADE","mountain hemlock/pink mountain heath-Cascade bilberry","Y","",2013-05-06,"20004","",,""
"197237055020004","CMG221","653","TSME/LUHI","mountain hemlock/smooth woodrush","Y","",2013-05-06,"20004","",,""
"197237056020004","CMF321","653","TSME/BENE","mountain hemlock/Cascade Oregongrape","Y","",2013-05-06,"20004","",,""
"197237057020004","CMS232","653","TSME/VAME","mountain hemlock/thinleaf huckleberry","Y","",2013-05-06,"20004","",,""
"197237058020004","CMS216","653","TSME/VAME/XETE","mountain hemlock/thinleaf huckleberry/common beargrass","Y","",2013-05-06,"20004","",,""
"197237059020004","CMS841","653","TSME/CACH","mountain hemlock/golden chinquapin","Y","",2013-05-06,"20004","",,""
"197237060020004","CMF141","653","TSME/XETE","mountain hemlock/common beargrass","Y","",2013-05-06,"20004","",,""
"197237061020004","CMF331","653","TSME/CHUM","mountain hemlock/common prince???s pine","Y","",2013-05-06,"20004","",,""
"197237062020004","CMS111","653","TSME/VASC","mountain hemlock/grouse whortleberry","Y","",2013-05-06,"20004","",,""
"197237063020004","CMS117","653","TSME/ARNE","mountain hemlock/pinemat manzanita","Y","",2013-05-06,"20004","",,""
"197237064020004","CMG341","653","TSME/CAIN4","mountain hemlock/long-stolon sedge","Y","",2013-05-06,"20004","",,""
"197237065020004","CFM112","653","ABAM/LYAM","Pacific silver fir/American skunkcabbage","Y","",2013-05-06,"20004","",,""
"197237066020004","CFF121","653","ABAM/ASCA3","Pacific silver fir/wild ginger","Y","",2013-05-06,"20004","",,""
"197237067020004","CFF142","653","ABAM/CLUN","Pacific silver fir/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237068020004","CFF252","653","ABAM/ACTR","Pacific silver fir/vanilla leaf","Y","",2013-05-06,"20004","",,""
"197237069020004","CFF511","653","ABAM/LIBO2","Pacific silver fir/twinflower","Y","",2013-05-06,"20004","",,""
"197237070020004","CFS251","653","ABAM/VAME/XETE","Pacific silver fir/thinleaf huckleberry/common beargrass","Y","",2013-05-06,"20004","",,""
"197237071020004","CFS270","653","ABAM/VAME","Pacific silver fir/thinleaf huckleberry","Y","",2013-05-06,"20004","",,""
"197237072020004","CFS410","653","ABAM/VASC","Pacific silver fir/grouse whortleberry","Y","",2013-05-06,"20004","",,""
"197237073020004","CHM121","653","TSHE/LYAM","western hemlock/skunk cabbage","Y","",2013-05-06,"20004","",,""
"197237074020004","CHF313","653","TSHE/ASCA3","western hemlock/wild ginger","Y","",2013-05-06,"20004","",,""
"197237075020004","CHF311","653","TSHE/CLUN","western hemlock/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237076020004","CHF221","653","TSHE/ACTR","western hemlock/vanilla leaf","Y","",2013-05-06,"20004","",,""
"197237077020004","CHF321","653","TSHE/LIBO2","western hemlock/twinflower","Y","",2013-05-06,"20004","",,""
"197237078020004","CCF221","653","THPL/CLUN","western red cedar/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237079020004","CCF211","653","THPL/LIBO2","western red cedar/twinflower","Y","",2013-05-06,"20004","",,""
"197237080020004","CWF551","653","ABCO-ABGR/ASCA3","white fir???grand fir/wild ginger","Y","",2013-05-06,"20004","",,""
"197237081020004","CWF431","653","ABCO-ABGR/CLUN","white fir???grand fir/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237082020004","CWF522","653","ABCO-ABGR/ACTR","white fir???grand fir/vanilla leaf","Y","",2013-05-06,"20004","",,""
"197237083020004","CWF341","653","ABCO-ABGR/LIBO2","white fir???grand fir/twinflower","Y","",2013-05-06,"20004","",,""
"197237084020004","CWF521","653","ABCO-ABGR/TRLA2","white fir???grand fir/western starflower","Y","",2013-05-06,"20004","",,""
"197237085020004","CWS533","653","ABCO-ABGR/CACH","white fir???grand fir/golden chinquapin","Y","",2013-05-06,"20004","",,""
"197237086020004","CWF562","653","ABCO-ABGR/SMST","white fir???grand fir/starry false-solomonseal","Y","",2013-05-06,"20004","",,""
"197237087020004","CWS361","653","ABCO-ABGR/SYMO","white fir???grand fir/creeping snowberry","Y","",2013-05-06,"20004","",,""
"197237088020004","CWF241","653","ABCO-ABGR/CHUM","white fir???grand fir/common prince???s pine","Y","",2013-05-06,"20004","",,""
"197237089020004","CWS531","653","ABCO-ABGR/HODI","white fir???grand fir/oceanspray","Y","",2013-05-06,"20004","",,""
"197237090020004","CWS362","653","ABCO-ABGR/SYAL","white fir???grand fir/common snowberry","Y","",2013-05-06,"20004","",,""
"197237091020004","CWG141","653","ABCO-ABGR/CARU","white fir???grand fir/pinegrass","Y","",2013-05-06,"20004","",,""
"197237092020004","CWS363","653","ABCO-ABGR/ARNE","white fir???grand fir/pinemat manzanita","Y","",2013-05-06,"20004","",,""
"197237093020004","CWG142","653","ABCO-ABGR/CAIN4","white fir???grand fir/long-stolen sedge","Y","",2013-05-06,"20004","",,""
"197237094020004","CWS364","653","ABCO-ABGR/CEPR","white fir???grand fir/mahala mat","Y","",2013-05-06,"20004","",,""
"197237095020004","CWF741","653","ABCO-ABGR/WYMO","white fir???grand fir/woolly mule-ears","Y","",2013-05-06,"20004","",,""
"197237096020004","CWS141","653","ABCO-ABGR/ARPA","white fir???grand fir/greenleaf manzanita","Y","",2013-05-06,"20004","",,""
"197237097020004","CWF362","653","ABCO-ABGR/STJA (CT)","white fir???grand fir/sticky starwort","Y","",2013-05-06,"20004","",,""
"197237098020004","CRS314","653","ABMAS/CACH","Shasta red fir/golden chinquapin","Y","",2013-05-06,"20004","",,""
"197237099020004","CRF301","653","ABMAS/CHUM","Shasta red fir/common prince???s pine","Y","",2013-05-06,"20004","",,""
"197237100020004","CRS111","653","ABMAS/ARNE","Shasta red fir/pinemat manzanita","Y","",2013-05-06,"20004","",,""
"197237101020004","CRG112","653","ABMAS/CAIN4","Shasta red fir/long-stolen sedge","Y","",2013-05-06,"20004","",,""
"197237102020004","CDF341","653","PSME/TRLA2","Douglas-fir/starflower","Y","",2013-05-06,"20004","",,""
"197237103020004","CDH525","653","PSME/CACH","Douglas-fir/chinquapin","Y","",2013-05-06,"20004","",,""
"197237104020004","CDS643","653","PSME/SYMO","Douglas-fir/creeping snowberry","Y","",2013-05-06,"20004","",,""
"197237105020004","CDF342","653","PSME/CHUM","Douglas-fir/prince???s pine","Y","",2013-05-06,"20004","",,""
"197237106020004","CDS210","653","PSME/HODI","Douglas-fir/oceanspray","Y","",2013-05-06,"20004","",,""
"197237107020004","CDS633","653","PSME/SYAL","Douglas-fir/common snowberry","Y","",2013-05-06,"20004","",,""
"197237108020004","CDS645","653","PSME/CEPR","Douglas-fir/mahala mat","Y","",2013-05-06,"20004","",,""
"197237109020004","CDG111","653","PSME/CAGE","Douglas-fir/elk sedge","Y","",2013-05-06,"20004","",,""
"197237110020004","CDS141","653","PSME/ARPA","Douglas-fir/greenleaf manzanita","Y","",2013-05-06,"20004","",,""
"197237111020004","CDS673","653","PSME/PUTR","Douglas-fir/bitterbrush","Y","",2013-05-06,"20004","",,""
"197237112020004","CPC731","653","PIPO-CADE3/SYAL","ponderosa pine-incense cedar/common snowberry","Y","",2013-05-06,"20004","",,""
"197237113020004","CPC732","653","PIPO-CADE3/CEPR","ponderosa pine-incense cedar/mahala mat","Y","",2013-05-06,"20004","",,""
"197237114020004","CPC733","653","PIPO-CADE3/ARPA","ponderosa pine-incense cedar/greenleaf manzanita","Y","",2013-05-06,"20004","",,""
"197237115020004","CPC734","653","PIPO-CADE3/PUTR","ponderosa pine-incense cedar/bitterbrush","Y","",2013-05-06,"20004","",,""
"197237116020004","CPH215","653","PIPO-QUGA/SYAL","ponderosa pine-Oregon white oak /common snowberry","Y","",2013-05-06,"20004","",,""
"197237117020004","CPH212","653","PIPO-QUGA/PUTR","ponderosa pine-Oregon white oak/bitterbrush","Y","",2013-05-06,"20004","",,""
"197237118020004","CPS541","653","PIPO/SPDO","ponderosa pine/Douglas spiraea","Y","",2013-05-06,"20004","",,""
"197237119020004","CPH312","653","PIPO-POTR","ponderosa pine-aspen","Y","",2013-05-06,"20004","",,""
"197237120020004","CPS641","653","PIPO/ARUV","ponderosa pine/kinnikinnick","Y","",2013-05-06,"20004","",,""
"197237121020004","CPS542","653","PIPO/SYMO","ponderosa pine/creeping snowberry","Y","",2013-05-06,"20004","",,""
"197237122020004","CPF141","653","PIPO/CHUM","ponderosa pine/prince???s pine","Y","",2013-05-06,"20004","",,""
"197237123020004","CPS524","653","PIPO/SYAL","ponderosa pine/common snowberry","Y","",2013-05-06,"20004","",,""
"197237124020004","CPS341","653","PIPO/CEPR","ponderosa pine/mahala mat","Y","",2013-05-06,"20004","",,""
"197237125020004","CPF111","653","PIPO/WYMO","ponderosa pine/woolly wyethia","Y","",2013-05-06,"20004","",,""
"197237126020004","CPS325","653","PIPO/CELE","ponderosa pine/curl-leaf mountain mahogany","Y","",2013-05-06,"20004","",,""
"197237127020004","CPG211","653","PIPO/CAIN4","Ponderosa pine/long-stolon sedge","Y","",2013-05-06,"20004","",,""
"197237128020004","CPS219","653","PIPO/ARPA","ponderosa pine/greenleaf manzanita","Y","",2013-05-06,"20004","",,""
"197237129020004","CPS211","653","PIPO/PUTR/FEID","ponderosa pine/bitterbrush/Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237130020004","CPS210","653","PIPO/PUTR","ponderosa pine/bitterbrush","Y","",2013-05-06,"20004","",,""
"197237131020004","CPS141","653","PIPO/ARTR","ponderosa pine/big sagebrush","Y","",2013-05-06,"20004","",,""
"197237132020004","CPG135","653","PIPO/FEID","ponderosa pine/Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237133020004","CPG125","653","PIPO/STOC","ponderosa pine/western needlegrass","Y","",2013-05-06,"20004","",,""
"197237134020004","CLC113","653","PIAL-PICO/ARNE","whitebark pine-lodgepole pine/pinemat manzanita","Y","",2013-05-06,"20004","",,""
"197237135020004","CLC114","653","PIAL-PICO/CAIN4","whitebark pine-lodgepole pine/long-stolon sedge","Y","",2013-05-06,"20004","",,""
"197237136020004","CLM912","653","PICO/ELPA2","lodgepole pine/few-flowered spikerush","Y","",2013-05-06,"20004","",,""
"197237137020004","CLM113","653","PICO/CAEU","lodgepole pine/widefruit sedge","Y","",2013-05-06,"20004","",,""
"197237138020004","CLM312","653","PICO/VAOC2/CAEU","lodgepole pine/bog blueberry/widefruit sedge","Y","",2013-05-06,"20004","",,""
"197237139020004","CLM314","653","PICO/SPDO/CAEU","lodgepole pine/Douglas spiraea/widefruit sedge","Y","",2013-05-06,"20004","",,""
"197237140020004","CLM311","653","PICO/VAOC2","lodgepole pine/bog blueberry","Y","",2013-05-06,"20004","",,""
"197237141020004","CLM313","653","PICO/SPDO","lodgepole pine/Douglas spiraea","Y","",2013-05-06,"20004","",,""
"197237142020004","CLM211","653","PICO/ARUV","lodgepole pine/bearberry","Y","",2013-05-06,"20004","",,""
"197237143020004","CLS311","653","PICO/ARNE","lodgepole pine/pinemat manzanita","Y","",2013-05-06,"20004","",,""
"197237144020004","CLG419","653","PICO/CAIN4","lodgepole pine/long-stolon sedge","Y","",2013-05-06,"20004","",,""
"197237145020004","CLS214","653","PICO/PUTR/FEID","lodgepole pine/bitterbrush/Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237146020004","CLS211","653","PICO/PUTR/STOC","lodgepole pine/bitterbrush/western needlegrass","Y","",2013-05-06,"20004","",,""
"197237147020004","CLG316","653","PICO/FEID","lodgepole pine /Idaho fescue","Y","",2013-05-06,"20004","",,""
"197237148020004","CLG317","653","PICO/STOC","lodgepole pine/western needlegrass","Y","",2013-05-06,"20004","",,""
"197237149020004","CAF312","647","TSME-ABLA/EULE14","Mountain hemlock-subalpine fir/Cascades aster","Y","",2013-05-06,"20004","",,""
"197237150020004","CAG313","647","TSME-PIAL/LUGLH","Mountain hemlock-whitebark pine/smooth woodrush","Y","",2013-05-06,"20004","",,""
"197237151020004","CAG314","647","TSME/LUGLH","Mountain hemlock/smooth woodrush","Y","",2013-05-06,"20004","",,""
"197237152020004","CAS212","647","TSME/PHEM-VADE-NWO","Mountain hemlock/red mountain heather-blueleaf huckleberry-NWO","Y","",2013-05-06,"20004","",,""
"197237153020004","CAS412","647","TSME-ABLA/JUCO6","Mountain hemlock-subalpine fir/juniper","Y","",2013-05-06,"20004","",,""
"197237154020004","CDC124","647","PSME/TODI","Douglas-fir/poison oak","Y","",2013-05-06,"20004","",,""
"197237155020004","CDC711","647","PSME/MANE2","Douglas-fir/dwarf Oregon grape","Y","",2013-05-06,"20004","",,""
"197237156020004","CDC715","647","PSME-TSHE/RHMA3","Douglas-fir-western hemlock/rhododendron","Y","",2013-05-06,"20004","",,""
"197237157020004","CDS212","647","PSME/HODI/Grass","Douglas-fir/oceanspray/grass","Y","",2013-05-06,"20004","",,""
"197237158020004","CDS213","647","PSME/HODI-WHMO","Douglas-fir/oceanspray-whipple vine","Y","",2013-05-06,"20004","",,""
"197237159020004","CDS216","647","PSME/HODI-MANE2","Douglas-fir/oceanspray-dwarf Oregon grape","Y","",2013-05-06,"20004","",,""
"197237160020004","CDS217","647","PSME/HODI-SYMPH","Douglas-fir/oceanspray-snowberry","Y","",2013-05-06,"20004","",,""
"197237161020004","CDS312","647","PSME/COCO6-SYMO/POMU","Douglas-fir/California hazel-snowberry/sword fern","Y","",2013-05-06,"20004","",,""
"197237162020004","CDS512","647","PSME/MANE2-GASH","Douglas-fir/dwarf Oregon grape-salal","Y","",2013-05-06,"20004","",,""
"197237163020004","CFC311","647","ABAM-ABGR/MAST4","Pacific silver fir-grand fir/starry false Solomon's seal","Y","",2013-05-06,"20004","",,""
"197237164020004","CFF152","647","ABAM/TITR","Pacific silver fir/coolwort foamflower","Y","",2013-05-06,"20004","",,""
"197237165020004","CFS151","647","ABAM/MANE2","Pacific silver fir/dwarf Oregon grape","Y","",2013-05-06,"20004","",,""
"197237166020004","CFS251","647","ABAM/VAME/XETE","Pacific silver fir/blue huckleberry/beargrass","Y","",2013-05-06,"20004","",,""
"197237167020004","CFS254","647","ABAM/MEFE","Pacific silver fir/fool???s huckleberry","Y","",2013-05-06,"20004","",,""
"197237168020004","CFS255","647","ABAM/VAAL-GASH","Pacific silver fir/Alaska huckleberry-salal","Y","",2013-05-06,"20004","",,""
"197237169020004","CFS256","647","ABAM/VAME/CLUN2","Pacific silver fir/blue huckleberry/queencup beadlily","Y","",2013-05-06,"20004","",,""
"197237170020004","CFS351","647","ABAM/OPHO","Pacific silver fir/devil???s club","Y","",2013-05-06,"20004","",,""
"197237171020004","CHF110","647","TSHE/OXOR-NWO Cascades","Western hemlock/Oregon oxalis-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237172020004","CHF150","647","TSHE/POMU-NWO Cascades","Western hemlock/sword fern-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237173020004","CHF220","647","TSHE/ACTR-DRY-NWO Cascades","Western hemlock/vanilla leaf-DRY-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237174020004","CHF221","647","TSHE/ACTR-NWO Cascades","Western hemlock/vanilla leaf-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237175020004","CHF321","647","TSHE/LIBO3","Western hemlock/twinflower","Y","",2013-05-06,"20004","",,""
"197237176020004","CHS110","647","TSHE/GASH-NWO Cascades","Western hemlock/salal-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237177020004","CHS158","647","TSHE/MANE2-DRY-NWO Cascades","Western hemlock/dwarf Oregon grape-DRY-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237178020004","CHS159","647","TSHE/MANE2-GASH-DRY-NWO Cascades","Western hemlock/dwarf Oregon grape-salal-DRY-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237179020004","CHS160","647","TSHE/MANE2-GASH-NWO Cascades","Western hemlock/dwarf Oregon grape-salal-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237180020004","CHS161","647","TSHE/MANE2-NWO Cascades","Western hemlock/dwarf Oregon grape-NWO Cascades","Y","",2013-05-06,"20004","",,""
"197237181020004","CHS162","647","TSHE/MANE2/ACTR","Western hemlock/dwarf Oregon grape/vanilla leaf","Y","",2013-05-06,"20004","",,""
"3721392010690","42801","201","PONE2/ACLE9","Wheeler bluegrass/Letterman's needlegrass","Y","",2004-10-19,"10690","",,""
"3721393010690","33001","201","ACGL/COSES","Rocky Mountain maple/redosier dogwood","Y","",2004-10-19,"10690","",,""
"3721394010690","42803","201","POAR2/POVI3","arctic bluegrass/alpine bistort","Y","",2004-10-19,"10690","",,""
"3721395010690","33101","201","LOINI/CACA4","twinberry honeysuckle/bluejoint","Y","",2004-10-19,"10690","",,""
"3721396010690","429","201","SPAI","alkali sacaton series","Y","",2004-10-19,"10690","",,""
"3721397010690","33201","201","JUCO6-RIBES/FETH","common juniper-currant/Thurber's fescue","Y","",2004-10-19,"10690","",,""
"3721398010690","42901","201","SPAI/PASM","alkali sacaton/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3721399010690","33301","201","HODU/FETH","rockspirea/Thurber's fescue","Y","",2004-10-19,"10690","",,""
"3721400010690","33302","201","HODU/RICE","rockspirea/wax currant","Y","",2004-10-19,"10690","",,""
"3721401010690","42902","201","SPAI/BOGR2","alkali sacaton/blue grama","Y","",2004-10-19,"10690","",,""
"3721402010690","33401","201","PERA4-SYOR2/MARE11","squaw apple-mountain snowberry/creeping barberry","Y","",2004-10-19,"10690","",,""
"3721403010690","430","201","SPCOC2","composite dropseed series","Y","",2004-10-19,"10690","",,""
"3721404010690","33501","201","KRLA2/PLJA","winter fat/James' galleta","Y","",2004-10-19,"10690","",,""
"3721405010690","426","201","MUMO","mountain muhly series","Y","",2004-10-19,"10690","",,""
"3721406010690","401011","201","PASM/BOGR2-HECOC8","western wheatgrass/blue grama-needle and thread","Y","",2004-10-19,"10690","",,""
"3721407010690","401012","201","PASM/BOGR2-NAVI4","western wheatgrass/blue grama-green needlegrass","Y","",2004-10-19,"10690","",,""
"3721408010690","40102","201","PASM/DISP","western wheatgrass/inland saltgrass","Y","",2004-10-19,"10690","",,""
"3721409010690","40103","201","PASM/ELAC","western wheatgrass/needle spikerush","Y","",2004-10-19,"10690","",,""
"3721410010690","40104","201","PASM/NAVI4","western wheatgrass/green needlegrass","Y","",2004-10-19,"10690","",,""
"3721411010690","40105","201","PASM/CAINH2","western wheatgrass/sun sedge","Y","",2004-10-19,"10690","",,""
"3721412010690","40106","201","PASM/CAFI","western wheatgrass/threadleaf sedge","Y","",2004-10-19,"10690","",,""
"3721413010690","40204","201","PSSPS/POSE","bluebunch wheatgrass/Sandberg bluegrass","Y","",2004-10-19,"10690","",,""
"3721414010690","40206","201","PSSPS/POFE","bluebunch wheatgrass/muttongrass","Y","",2004-10-19,"10690","",,""
"3721415010690","40207","201","PSSPS/PASM","bluebunch wheatgrass/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3721416010690","40208","201","PSSPS/BOGR2","bluebunch wheatgrass/blue grama","Y","",2004-10-19,"10690","",,""
"3721417010690","40209","201","PSSPS/BOCU","bluebunch wheatgrass/sideoats grama","Y","",2004-10-19,"10690","",,""
"3721418010690","40210","201","PSSPS/CAFI","bluebunch wheatgrass/threadleaf sage","Y","",2004-10-19,"10690","",,""
"3721419010690","325011","201","JUHO2/SCSC/DAFL3","creeping juniper/little bluestem/shrubby cinquefoil","Y","",2004-10-19,"10690","",,""
"3721420010690","31505","201","SAVE4/LECI4","greasewood/basin wildrye","Y","",2004-10-19,"10690","",,""
"3721421010690","31506","201","SAVE4/PSSPS","greasewood/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3721422010690","31507","201","SAVE4-ATCO/ELTR7","greasewood-shadscale saltbrush/slender wheatgrass","Y","",2004-10-19,"10690","",,""
"3721423010690","431","201","HECOC8","needle and thread series","Y","",2004-10-19,"10690","",,""
"3721424010690","31601","201","SYOR2/FETH","mountain snowberry/Thurber's fescue","Y","",2004-10-19,"10690","",,""
"3721425010690","43102","201","HECO8/ELLAL","needle and thead/streambank wheatgrass","Y","",2004-10-19,"10690","",,""
"3721426010690","31702","201","ARNO4/BASA3","black sagebrush/arrowleaf balsamroot","Y","",2004-10-19,"10690","",,""
"3721427010690","31701","201","ARNO4/PSSPS","black sagebrush/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3721428010690","43103","201","HECOC8/BOGR2","needle and thread/blue grama","Y","",2004-10-19,"10690","",,""
"3721429010690","31801","201","ARARL/PASM","little sagebrush/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3721430010690","31802","201","ARARL/PSSPS","little sagebrush/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3721431010690","431031","201","HECOC8/BOGR2-BOCU","needle and thread/blue grama-sideoats grama","Y","",2004-10-19,"10690","",,""
"3721432010690","431032","201","HECOC8/BOGR2-HESP11","needle and thread/blue grama-porcupinegrass","Y","",2004-10-19,"10690","",,""
"3721433010690","319011","201","RHTRT/PSSPS-FEID","skunkbush sumac/bluebunch wheatgrass-Idaho fescue","Y","",2004-10-19,"10690","",,""
"3721434010690","31902","201","RHTRT/SPCR","skunkbush sumac/sand dropseed","Y","",2004-10-19,"10690","",,""
"3721435010690","31903","201","RHTRT/CAFI","skunkbush sumac/threadleaf sedge","Y","",2004-10-19,"10690","",,""
"3721436010690","31904","201","RHTRT/MUMO","skunkbush sumac/mountain muhly","Y","",2004-10-19,"10690","",,""
"3721437010690","43104","201","HECOC8/CAFI","needle and thread/threadleaf sedge","Y","",2004-10-19,"10690","",,""
"3721438010690","32001","201","RIMO2/AQCA2","wax currant/Colorado blue columbine","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721439010690","32002","201","RIMO2/POPU3","gooseberry currant/Jacob's-ladder","Y","",2004-10-19,"10690","",,""
"3721440010690","32003","201","RIMO2/FEID","gooseberry currant/Idaho fescue","Y","",2004-10-19,"10690","",,""
"3721441010690","43106","201","HECOC8/MUMO","needle and thread/mountain muhly","Y","",2004-10-19,"10690","",,""
"3721442010690","32101","201","RUID/AQCA2","grayleaf red raspberry/Colorado blue columbine","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721443010690","32102","201","RUID/HEPA10","grayleaf red raspberry/littleflower alumroot","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721444010690","32201","201","VASC-VACA13/MIBI9","grouse whortleberry-dwarf bilberry/mountain stitchwort","Y","",2004-10-19,"10690","",,""
"3721445010690","32202","201","VACA13/BLTR","dwarf bilberry/pine dropseed","Y","",2004-10-19,"10690","",,""
"3721446010690","32301","201","ALINT-BEOC2/SALIX","thinleaf alder-water birch/willow","Y","",2004-10-19,"10690","",,""
"3721447010690","32302","201","ALINT-BENA/CAAQ","thinleaf alder-dwarf birch/water sedge","Y","",2004-10-19,"10690","",,""
"3721448010690","32303","201","ALINT-SADR/EQAR","thinleaf alder-Drummond's willow/field horsetail","Y","",2004-10-19,"10690","",,""
"3721449010690","32304","201","ALINT/COSES","thinleaf alder/redosier dogwood","Y","",2004-10-19,"10690","",,""
"3721450010690","43001","201","SPCOC2/SCSC","composite dropseed/little bluestem","Y","",2004-10-19,"10690","",,""
"3721451010690","32401","201","ATCA2/BOGR2","fourwing saltbrush/blue grama","Y","",2004-10-19,"10690","",,""
"3721452010690","32402","201","ATCA2-ATCO/SPAI","fourwing saltbrush-shadscale saltbrush/alkali sacaton","Y","",2004-10-19,"10690","",,""
"3721453010690","32403","201","ATCO-ARTR2/PSSPS","shadscale saltbrush-big sagebrush/bluebunch wheatgrass","Y","",2004-10-19,"10690","",,""
"3721454010690","32404","201","ATCA2/HECOC8","fourwing saltbrush/needle and thread","Y","",2004-10-19,"10690","",,""
"3721455010690","32405","201","ATCA2/PASM-BOGR2","fourwing saltbrush/western wheatgrass-blue grama","Y","",2004-10-19,"10690","",,""
"3721456010690","32406","201","ATCA2-ARTR2/PASM","fourwing saltbrush-big sagebrush/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3721457010690","32407","201","ATGA/PASM","Gardner's saltbrush/western wheatgrass","Y","",2004-10-19,"10690","",,""
"3721458010690","31504","201","SAVE4/SPAI","greasewood/alkali sacaton","Y","",2004-10-19,"10690","",,""
"3721459010690","313043","201","QUGA-PRVIV/PAMY-COSES","Gambel oak-chokecherry/Oregon boxleaf-redosier dogwood","Y","",2004-10-19,"10690","",2006-07-12,"10690"
"3721460010690","313054","201","QUGA/SYOR2/CEMO2","Gambel oak/mountain snowberry/alderleaf mountain mahogany","Y","",2004-10-19,"10690","",,""
"3721461010690","313055","201","QUGA/SYOR2/ARTR2","Gambel oak/mountain snowberry/big sagebrush","Y","",2004-10-19,"10690","",,""
"3721462010690","31306","201","QUGA/CAINH2","Gambel oak/sun sedge","Y","",2004-10-19,"10690","",,""
"3721463010690","31307","201","QUGA-PRVIV/FETH","Gambel oak-chokecherry/Thurber's fescue","Y","",2004-10-19,"10690","",,""
"3721464010690","314","201","SALIX SERIES","willow series","Y","",2004-10-19,"10690","",,""
"3721465010690","31401","201","SAPL2/CALE4","diamondleaf willow/white marsh marigold","Y","",2004-10-19,"10690","",,""
"3721466010690","314021","201","SAGE2-SALI/CACA4/DECA18","Geyer's willow-strapleaf willow/bluejoint/tufted hairgrass","Y","",2004-10-19,"10690","",,""
"3721467010690","31404","201","SAPE5/THPA","meadow willow/eastern marsh fern","Y","",2004-10-19,"10690","",,""
"3721468010690","314051","201","SAPL2/CAAQ-DECA18","diamondleaf willow/water sedge-tufted hairgrass","Y","",2004-10-19,"10690","",2006-07-12,"10690"
